2.038634100799128768e-01,-4.655791966106486157e+00,-6.641496887722966314e+00,3.777188999728641861e+00,3.409181472206498142e+00
2.727779898934680425e+00,-6.204007243643063774e-01,-5.479304624762365572e-01,-2.424103837018333429e+00,-9.308204445815062567e-01
4.168535545476568238e-01,3.466415704756242722e+00,3.717313610278499159e+00,-5.294464737125961662e+00,1.322715499333487310e+00
-5.584593483552425575e+00,-1.971616266805552353e+00,-1.357930586504881409e+00,1.584500878668883672e+00,5.101972810283272430e+00
-7.800636045798085005e-01,7.381693669346235387e-01,-7.850904942445309231e-01,1.398661765067724105e-01,4.864590746131438159e+00
-5.708617156866428566e+00,1.184582845034946486e+00,-1.519100786308573925e+00,-7.335009703709906015e-01,5.334948876697811038e+00
-3.629465564289628965e-01,2.149592157289121896e+00,2.868343595603320306e+00,-4.323209803942174023e-01,3.545189228038853280e+00
-2.523970457247302068e-01,3.356115106135914572e-01,8.125488975665248192e-01,8.682302421838395956e-01,-1.343262586885591858e+00
1.843561424890640454e+00,-1.554658085822522295e+00,-7.942319791342916657e-01,1.129635396976577333e+00,2.511353717986776757e-01
4.471269295743485750e-01,-1.410264139487021451e+00,-1.125679035779986403e+00,-2.987726320968652760e-01,3.451050478580329206e-01
